docno,title,producer,genre,description,num_episodes,rating,num_reviews,link
hr3qj5ii,The Creative Penn Podcast For Writers,Joanna Penn,Arts,"Information, inspiration and interviews on writing, self-publishing, book marketing and making a living with your writing. If you need help with writing your book, or you want to learn how to navigate the new world of publishing and book marketing, then join Joanna Penn and her guests every Monday. Also covers the business of being a writer and how to make money with your books.",200,4.8,519,https://podcasts.apple.com/us/podcast/the-creative-penn-podcast-for-writers/id309426367
6u80p5sj,iMore show,Future,Technology,"From the experts at iMore comes The iMore Show — a podcast dedicated to discussing everything Apple. From the latest news and rumors to reviews and personal hands-on experience, The iMore Show aims to provide a place to examine how Apple’s tech fits into our lives, now and in the future.",99,4.3,733,https://podcasts.apple.com/us/podcast/imore-show/id261058960
n38e01bd,Club Shay Shay,FOX Sports,Sports,"Each week Shannon Sharpe—3x Super Bowl champion, member of the Pro Football Hall of Fame and co-host of Undisputed on FS1—sits down with athletes, celebrities and influencers to break down, analyze and discuss the latest headlines in sports, pop culture and everything in-between.",72,4.9,3700,https://podcasts.apple.com/us/podcast/club-shay-shay/id1531023690
0niak4oy,Clarkesworld Magazine,Clarkesworld Magazine,Fiction,"Science fiction and fantasy stories from Clarkesworld, a Hugo and World Fantasy Award-winning digital magazine. Stories from Clarkesworld  have been nominated for or won the Hugo, Nebula, World Fantasy, Sturgeon, Locus, BSFA, Ditmar, Aurora, Shirley Jackson, WSFA Small Press and Stoker Awards.",859,4.7,917,https://podcasts.apple.com/us/podcast/clarkesworld-magazine/id288472896
ymp1pj3r,Michael Singer Podcast,Michael Singer,Religion & Spirituality,"Join the New York Times bestselling author of The Untethered Soul and The Surrender Experiment for this free series of five curated teaching sessions, recorded at the yoga and meditation center known as Temple of the Universe.",10,4.9,552,https://podcasts.apple.com/us/podcast/michael-singer-podcast/id1573483082
18aq44dx,Just Ingredients,Just Ingredients,Health & Fitness,"The Just Ingredients Podcast, a place to find all the best ingredients for life. Karalynne Call, creator and owner of the popular Instagram account and product line Just Ingredients, talks about all things nourishing for the mind, body, and soul. Karalynne believes that nature provides the necessary nutrition in order for people to live healthy, happy lives full of energy and inspires others to make a change in their eating habits and daily product use. With the help of her guests, Karalynne shares tips and tricks, how-to’s, and why’s behind choosing better, whole, non-toxic ingredients for your family and healing your body and mind from within.",84,4.9,748,https://podcasts.apple.com/us/podcast/just-ingredients/id1557557205
l2rvdjnl,Mama Bear Apologetics,Hillary Morgan Ferrer & Amy Davison,Religion & Spirituality,"Mama Bear Apologetics is a podcast for mothers of biological, adopted, or spiritual children who want to learn about how to defend the Christian faith, help give their children reasons for faith, and understand the worldviews that challenge Christian faith in the first place.",76,4.8,813,https://podcasts.apple.com/us/podcast/mama-bear-apologetics/id1178373026
wf0vonkn,RJ Bell's Dream Preview,Pregame.com,Sports,"Winning sports picks from Las Vegas.  Everything you need for free on the biggest games each week from Pregame.com's Wiseguy Roundtable. Alongside your host, we have professional bettor Steve Fezzik, plus more of the biggest names from the world of sports betting.",984,4.5,1900,https://podcasts.apple.com/us/podcast/rj-bells-dream-preview/id340903074
0if5z3xp,Witnessed: Mystic Mother,The Binge,True Crime,"For years, the Phoenix Goddess Temple claimed to offer “seekers” healing through sensual touch. But when an outsider exposes what’s happening behind closed doors, the temple unknowingly welcomes in a new kind of seeker—undercover detectives. What some saw as a spiritual home, the state saw as a brothel operating under the guise of religious freedom. So what happens when your beliefs might be against the law? Hosts Katie and Leah Henoch follow the rise and fall of the Phoenix Goddess Temple, and tell the story of a community still reckoning with the fallout more than a decade later. Available September 6, 2022, wherever you get your podcasts.    Witnessed: Mystic Mother is part of The Binge—a new podcast channel from Sony Music Entertainment.    Subscribe now to unlock all shows on The Binge - All Episodes. All at Once... and you’ll be the first to access Mystic Mother as soon as it drops on September 6, 2022.    A Campside Media & Sony Music Entertainment production.    Find out more about The Binge and other podcasts from Sony Music Entertainment at sonymusic.com/podcasts    Learn more about your ad choices. Visit megaphone.fm/adchoices",39,4.6,770,https://podcasts.apple.com/us/podcast/witnessed-mystic-mother/id1578324041
j3r0y194,Fallout Lorecast - The Fallout Video Game Lore Podcast,Robots Radio,Leisure,"In the top 0.5% of podcasts globally and the most popular Fallout podcast, this series fills in all the details about the Fallout world beginning with the Great War in 2077 and progressing through major world events, factions, creatures, technology, and each vault. We'll explore what we know, and speculate about what might be.This show begins as a solo production, detailing specific topics, and grows into so much more.Get awesome rewards & support the show: patreon.com/falloutlorecastWatch live at youtube.com/c/robotsradioAdvertise with us & business inquiries: robotsnetwork@gmail.com",229,4.9,536,https://podcasts.apple.com/us/podcast/fallout-lorecast-the-fallout-video-game-lore-podcast/id1449372657
y4rwvh1e,UnF*ck Your Brain,UnF*ck Your Brain,Health & Fitness,"UnF*ck Your Brain is the podcast for high-achieving feminist women who struggle with anxiety, self-doubt, and imposter syndrome. If you know you’ve accomplished a lot professionally but still secretly feel like you’re unqualified….if you want to feel confident but you worry about what everyone else thinks about you...if you want to succeed but fear failure...this podcast is for you. In each episode Master Certified Confidence Coach Kara Loewentheil, J.D., will teach you how to overcome social conditioning and your own self-critical thoughts so that you can reduce your anxiety and insecurity, boost your self-confidence, and get what you want in life. Download a free guide to creating confidence at www.unfckyourbrain.com/podcastconfidence.",330,4.6,4600,https://podcasts.apple.com/us/podcast/unf-ck-your-brain/id1229434818
9kubi95y,Civics 101,New Hampshire Public Radio,Government,"How do landmark Supreme Court decisions affect our lives? What does the 2nd Amendment really say? Why does the Senate have so much power? Civics 101 is the podcast about how our democracy works…or is supposed to work, anyway.",152,4.2,2100,https://podcasts.apple.com/us/podcast/civics-101/id1195657423
46673uro,The Wolverine Podcast,TheWolverine.com,Sports,"TheWolverine.com is the most iconic Michigan Wolverines fan site and magazine. Led by an experienced and uber-talented team of Michigan Wolverine sports and recruiting insiders, fans will have unparalleled access to breaking news, inside scoop and analysis.",276,4.3,434,https://podcasts.apple.com/us/podcast/the-wolverine-podcast/id799645891
gzjnb6yg,Down These Mean Streets (Old Time Radio Detectives‪)‬,Mean Streets Podcasts,Arts,"Presenting the best detectives from the Golden Age of Radio.  Each week, we'll bring you an episode starring one of Old Time Radio's greatest detectives and the story behind the show.  Join us for adventures of Philip Marlowe, Sam Spade, Johnny Dollar, and many more.",593,4.6,763,https://podcasts.apple.com/us/podcast/down-these-mean-streets-old-time-radio-detectives/id642198704
73zcxlqm,Busted Open,SiriusXM,Sports,"Join Dave LaGreca and his rotating co-host chair that features two WWE Hall of Famers in Bully Ray and Mark Henry and ECW Legend Tommy Dreamer for the best pro wrestling talk out there. From the WWE and AEW to the independent scene and beyond, Busted Open covers pro-wrestling like no one else in the world! Listen to the full show Monday through Saturday from 9 a.m. to 12 p.m. Eastern on SiriusXM Fight Nation channel 156 or On Demand anytime on the SiriusXM app.",600,4.6,1500,https://podcasts.apple.com/us/podcast/busted-open/id1463861548
s4qki9l5,This Is Actually Happening,Wondery,True Crime,"What if your mother left to follow a cult… or you woke up in a morgue… or if your boat got caught in a storm and began to sink -- what would you do?   This is Actually Happening brings you extraordinary true stories of life-changing events told by the people who lived them. From a man who finds out a celebrity crush isn’t who she seems to a woman stranded in a Mexican desert fighting to survive, these stories will have you on the edge of your seat waiting to hear what happens next.New episodes come out every Tuesday for free. Listen 1-week early and to exclusive past episodes - all ad-free - with Wondery+ or Amazon Music with a Prime membership or Amazon Music Unlimited subscription.",289,4.6,7500,https://podcasts.apple.com/us/podcast/this-is-actually-happening/id497227384
uyx5st4k,The Darin Olien Show,Darin Olien,Society & Culture,"I’m Darin Olien, the “Superfood Hunter.” If you’re looking for motivation to take the next step towards a happier, healthier life then you’re in the right place.On this podcast, you’ll hear honest conversations with extraordinary people that educate and inspire me. We cover everything from nutrition and mental health to sustainable ways of living.We also dive into life's Fatal Conveniences™. These are the things that we're doing or consuming in our day-to-day life that may actually be harming us, or the Earth.",211,4.8,1000,https://podcasts.apple.com/us/podcast/the-darin-olien-show/id1512861386
b0tlco4t,Data Skeptic,Kyle Polich,Technology,"The Data Skeptic Podcast features interviews and discussion of topics related to data science, statistics, machine learning, artificial intelligence and the like, all from the perspective of applying critical thinking and the scientific method to evaluate the veracity of claims and efficacy of approaches.",455,4.5,482,https://podcasts.apple.com/us/podcast/data-skeptic/id890348705
y1nr8y25,Judge John Hodgman,John Hodgman and Maximum Fun,Comedy,"John Hodgman's Today in the Past podcast is now The Judge John Hodgman Podcast.  Have your pressing issues decided by Famous Minor Television Personality John Hodgman, Certified Judge.  If you'd like John Hodgman to solve your pressing issue, simply email it, along with your phone number, to hodgman@maximumfun.org.  THAT IS ALL.",598,4.8,7000,https://podcasts.apple.com/us/podcast/judge-john-hodgman/id337713843
hww0watl,Brown Girl Self-Care,Brown Girl Self-Care,Health & Fitness,"Join Bre, aka The Self-Care Pusher from Southern California, as she shares life experiences, weighs in on current events, amps up her wellness/health habits and finds clean(ish) products to try all for the sake of taking her physical, spiritual and emotional well-being to the next level and (hopefully) inspiring other women of color to do so as well.  It's time to become obsessed with our self-care!",181,4.8,840,https://podcasts.apple.com/us/podcast/brown-girl-self-care/id1463356560
yqtjxuv8,Greeking Out from National Geographic Kids,National Geographic,Kids & Family,"Oh, Muses! Hear our podcast and allow us to recall some of the greatest stories ever told. Stories of gods and goddesses, monsters, and heroes! Enjoy this kid-friendly retelling of classic ancient Greek myths for the whole family.",54,4.7,8600,https://podcasts.apple.com/us/podcast/greeking-out-from-national-geographic-kids/id1483233279
rb5vwolt,The Hamilton Morris Podcast,Hamilton Morris,Science,"Hamilton Morris creates and shares content with his followers on Patreon. These podcasts are released on this platform and on Youtube after first being posted on Patreon for a month or longer. The free versions of these conversations are made, in part, with the help of Hamilton's sponsors.  Hope you enjoy!",12,4.8,116,https://podcasts.apple.com/us/podcast/the-hamilton-morris-podcast/id1592855440
khzhldt5,The Shrink Next Door,Wondery,Society & Culture,"Veteran journalist Joe Nocera’s neighbor in the Hamptons was a therapist named Ike. Ike counted celebrities and Manhattan elites as his patients. He’d host star-studded parties at his eccentric vacation house. But one summer, Joe discovered that Ike was gone and everything he’d thought he’d known about his neighbor -- and the house next door -- was wrong. From Wondery, the company behind Dirty John and Dr. Death, and Bloomberg, “The Shrink Next Door” is a story about power, control and turning to the wrong person for help for three decades. Written and hosted by Joe Nocera, a columnist for Bloomberg.All episodes are available now. You can binge the series exclusively, and ad-free, on Wondery+ or on Amazon Music with a Prime membership or Amazon Music Unlimited subscription. Join Wondery+ here: https://wondery.app.link/shrinkThe Shrink Next Door is now an Apple Original series, starring Will Ferrell and Paul Rudd. Watch now only on Apple TV+ http://apple.co/-TheShrinkNextDoor",16,4.6,22700,https://podcasts.apple.com/us/podcast/the-shrink-next-door/id1459899275
2g9dc5z4,Morning Bru with Jaffe & Razor,Jaffe & Razor,Sports,This is the place for Boston Bruins game analysis from the two guys who know the team as well as anybody. Longtime NHL analyst Billy Jaffe and former NHL goalie Andrew Raycroft sit down with a cup of coffee to break down the previous night's game and offer their insight.,159,4.9,181,https://podcasts.apple.com/us/podcast/morning-bru-with-jaffe-razor/id1551384843
6ypvcpfn,Earth Ancients,Cliff Dunning,Society & Culture,"Earth Ancients chronicles the growing (and often suppressed) evidence of known and unknown civilizations, their ruined cities, and artifacts developed from advanced science and technology. Erased from the pages of time, these cultures discovered and charted the heavens, developed medicine and unleashed advancements that parallel and, in many cases, surpass our own. Join us and discover our lost history.Armed with the thousands of anomalous archeological discoveries which have not been covered by conventional science and the media, we can no longer deny our ancient cultural inheritance. Our written history is wrong and we’ve been led to believe that humanity is just a few hundred thousand years old. In fact, the Hindu Yugas advance the notion that Homo Sapiens are millions of years old, and have lived onplanet Earth through a series of rebirths.It’s now a fact that we are the survivors of a series of cataclysmic events that took place approximately 12,000 to 14,000 years ago. Our ancestors may have been aware of these impending disasters and fled underground shelter, or survived in caves; others may have left the planet, but a huge number perished.      Though Earth Ancients does explore some of the popular theories that ancient aliens have visited ourplanet, our philosophy and research paradigm is decidedly Earth-centric, elevating the historical discourseabout human brilliance and ingenuity found in the archaeological evidence.",543,4.3,1200,https://podcasts.apple.com/us/podcast/earth-ancients/id843060147
ey5xmb8a,The Asset,District Productive,Government,"In 2016, Donald Trump conspired with a foreign government to become President of the United States. On July 25, 2019, with the 2020 election around the corner, he decided to do it again.The first time around, it was collusion, aiding and abetting Russia’s attack on American democracy. The second time, it was extortion, demanding the Ukrainian government manufacture dirt on Trump’s political opponents in exchange for help the country needs to fend off a Russian invasion and chart a democratic future free of Vladimir Putin’s Kremlin.  To make sense of these recent events that have rocked American politics and led to very real concerns that the President of the United States may be a Russian asset, we need to dig a little deeper. In Season 1, The Asset dives into Trump’s decades-long history with Russia, from his extensive business dealings with Russian oligarchs to his presidential campaign and the investigations that have sent some of his closest associates to prison.In Season 2, The Asset explores the backstory to Trump’s infamous phone call with the newly-elected Ukrainian President, where he demanded an investigation into a political opponent and set off a series of events leading to the impeachment inquiry.Hosted by Max Bergmann, a senior fellow and director of the Moscow Project at the Center for American Progress Action Fund, and featuring expert guests, The Asset will put together the pieces of Trump’s relationship with Russia and Ukrainian extortion campaign.The Asset is a partnership between the Center for American Progress Action Fund, District Productive, and Protect the Investigation. It is produced by Paul Woodhull, a 20-year veteran media executive and president of Build Better Media, and Peter Ogburn, the executive producer of the Bill Press Show.",44,4.6,1800,https://podcasts.apple.com/us/podcast/the-asset/id1461422307
9lef54l5,The Cardone Zone,Grant Cardone,Business,"THE CARDONE ZONE is the one place to find everything Grant Cardone: Real Estate Investing Made Simple, Power Player interviews with superstar entrepreneurs, authors, experts, coaches, and business leaders; The G&E Show - the business of Marriage and How to Build an Empire; Digital Marketing tips; Young Hustlers for Sales Professionals; and much, much more!",665,4.8,3700,https://podcasts.apple.com/us/podcast/the-cardone-zone/id825614458
dy0w17fy,RELAX! with Colleen Ballinger & Erik Stocklin,Audioboom Studios,Comedy,"Colleen Ballinger has been sharing her life publicly to millions of people online for over a decade, while her husband Erik Stocklin lives a much more private life and barely knows how to use social media. This unlikely couple spends an hour each week discussing anything, everything and sometimes nothing at all about their unique world. Every episode is an open and honest discussion that often leads to discoveries and revelations as they (along with the rest of us) navigate these unprecedented times.",93,4.9,10000,https://podcasts.apple.com/us/podcast/relax-with-colleen-ballinger-erik-stocklin/id1546132415
8rxaih7e,THE GIANT VOICE,"Commander, Fleet Activities Yokosuka",Government,"THE GIANT VOICE is an informational podcast focusing on issues and concerns from personnel assigned to Commander, Fleet Activities Yokosuka (CFAY). Every two weeks, our team of military broadcasters will tackle a new subject or community issue revolving around life at CFAY.",2,4.7,3,https://podcasts.apple.com/us/podcast/the-giant-voice/id1652939352
zc7gw1d8,On The Record,WYPR 88.1 FM Baltimore,Government,"Catch On the Record, hosted by Sheilah Kast, weekdays from 9:30 to 10:00 am, following NPR's Morning Edition. We'll discuss the issues that affect your life and bring you thoughtful and lively conversations with the people who shape those issues -- business people, public officials, scholars, artists, authors, WYPR reporters and other journalists who can take us inside the story. If you want to share a comment, question, or an idea for an interview you?d like to hear, email us at ontherecord@wypr.org",100,4.1,7,https://podcasts.apple.com/us/podcast/on-the-record/id1156613651
p1yr4zqq,Sounds Like A Cult,Exactly Right,Comedy,"Each week on Sounds Like A Cult, hosts Amanda Montell and Isa Medina analyze the modern-day “cults” we all follow. From essential oils to The Royal Family, Isa and Amanda break down fanatical fringe groups from the cultural zeitgeist and try to answer the big question: This sounds like a cult, but is it really?",55,4.0,1500,https://podcasts.apple.com/us/podcast/sounds-like-a-cult/id1566917047
mzcvilbw,Everything '80s,Jamie Logie / Curiouscast,History,"Everything 80s is your one-stop shop to look back on the movies, video games, TV shows, cartoons, toys, fashion, music, and everything you loved about a decade like no other. Join host Jamie Logie as he takes you on a dizzying journey through topics like Transformers the birth of Apple Computers and the format war of VHS vs BETA! Great Scott! Jump into your Delorean as we travel back in time to the 1980s!",175,4.9,103,https://podcasts.apple.com/us/podcast/everything-80s/id1451558706
rpnuauwz,All In,LDS Living,Religion & Spirituality,"What does it mean to be ""all in"" the Gospel of Jesus Christ in the latter days? The answers might surprise you. All In is a brand new podcast from LDS Living where we explore this question with the help of Latter-day Saints who are striving to live their faith every day—just like you.",215,4.9,5600,https://podcasts.apple.com/us/podcast/all-in/id1439975046
nrq4ncdf,Slow News Day with Kevin Clark,The Ringer,Sports,A football variety and interview show hosted by Kevin Clark featuring various NFL and College Football newsmakers and Ringer personalities.,31,4.7,54,https://podcasts.apple.com/us/podcast/slow-news-day-with-kevin-clark/id1643702271
rxtd3ipr,The Micah Hanks Program,Micah Hanks,Science,"The Micah Hanks Program is a weekly podcast that covers science and the mysteries of our universe. Taking a critically-minded approach to the study of our world, each week Micah presents commentary and discussions with guests on subjects that include mysteries of physics and astronomy, the Search for Extraterrestrial Intelligence (SETI), UFOs, myths and folklore, archaeology and ancient mysteries, artificial intelligence, futurism, cryptozoology, science fiction, and entertainment. Each week we journey to the boundaries of human knowledge, in search of the most unusual things our world has to offer.",100,4.4,867,https://podcasts.apple.com/us/podcast/the-micah-hanks-program/id442136254
squyqflj,Dj Scratch Master,Scratch Master,Music,"Scratch Master Trinidad, Grenada, St Vincent, Barbados djscratch@gmail.com",300,4.8,146,https://podcasts.apple.com/us/podcast/dj-scratch-master/id887535488
ie22xisg,just a little shady,Hailie Jade,Society & Culture,"let's talk about my life, pop culture & get a little shady",17,4.9,443,https://podcasts.apple.com/us/podcast/just-a-little-shady/id1634716714
f29y8vh5,More Perfect,WNYC Studios,History,"More Perfect is a series about the Supreme Court. More Perfect explores how cases inside the rarefied world of the Supreme Court affect our lives far away from the bench. WNYC Studios is a listener-supported producer of other great podcasts including Radiolab, Death, Sex & Money, On the Media, and Nancy.© WNYC Studios",34,4.8,13800,https://podcasts.apple.com/us/podcast/more-perfect/id1117202653
85o1qwma,Crimelines True Crime,Crimelines,True Crime,"Crimelines walks you through true crime events, pairing captivating tales with clear storytelling. Host Charlie brings in appropriate historic and cultural context to look beyond what happened and consider why it happened.",269,4.5,3800,https://podcasts.apple.com/us/podcast/crimelines-true-crime/id1112004494
5c5y6m35,Joyce Meyer Enjoying Everyday Life® Radio Podcast,Joyce Meyer,Religion & Spirituality,"Welcome to the Enjoying Everyday Life radio podcast with Joyce Meyer. To learn more, visit our website at joycemeyer.org or download the Joyce Meyer Ministries App. By supporting Joyce Meyer Ministries, you can help us reach hurting people around the world. To find out more, go to joycemeyer.org/donate",21,4.7,7100,https://podcasts.apple.com/us/podcast/joyce-meyer-enjoying-everyday-life-radio-podcast/id152564333
uk7eisr6,Politics War Room with James Carville & Al Hunt,Politicon,News,Master political strategist James Carville and revered journalist Al Hunt convenes a war room each week to discuss the battle for the soul of the nation!  Join them as they gather the sharpest minds from across the country to see who has the most compelling case for the American people on the issues that matter most.,171,4.7,2800,https://podcasts.apple.com/us/podcast/politics-war-room-with-james-carville-al-hunt/id1484862164
m1cmkkw3,Psychology,Yale School of Medicine,Science,Yale Faculty and distinguished guests speak on psychology research and latest studies happening at Yale.,12,3.4,213,https://podcasts.apple.com/us/podcast/psychology/id387232684
huz0tpmi,Two Bees in a Podcast,UF/IFAS Honey Bee Lab,Science,"Two Bees in a Podcast is hosted by members of University of Florida's Honey Bee Research and Extension Laboratory. Learn about honey bees, beekeepers, researchers, and specialists from around the world in educational, fun, yet practical episodes!",126,4.9,176,https://podcasts.apple.com/us/podcast/two-bees-in-a-podcast/id1494010558
ps5zac1t,Marvel's Wolverine: The Lost Trail,Marvel,Arts,"Following the events of Marvel’s “Wolverine: The Long Night,” Logan (Richard Armitage) returns to New Orleans in search of redemption, only to discover that dozens of humans and mutants have gone missing. Thanks for listening on Apple Podcasts!",11,4.8,7700,https://podcasts.apple.com/us/podcast/marvels-wolverine-the-lost-trail/id1343499710
t8ula7e4,The A24 Podcast,A24,TV & Film,"No host, no ads, no rules. From the people behind Everything Everywhere All At Once, Midsommar, Uncut Gems, HBO's Euphoria, Hereditary, Moonlight, and more.",31,4.7,979,https://podcasts.apple.com/us/podcast/the-a24-podcast/id1351044991
2ykzxu1z,Dr. Joseph Mercola - Take Control of Your Health,Dr. Mercola,Health & Fitness,"Listen to Dr. Mercola’s Weekly Podcast, as the legendary natural health pioneer continues to lead you on your journey towards optimal health.",368,4.7,1100,https://podcasts.apple.com/us/podcast/dr-joseph-mercola-take-control-of-your-health/id1286870871
xlqdn0c7,THE WHITE RABBIT,The White Rabbit,Government,Stand for Somethingor Fall for Anything.,291,5.0,3,https://podcasts.apple.com/us/podcast/the-white-rabbit/id1542554785
eermgk02,Handy Ma'am Hotline,Mercury Stardust,Education,"Come hang out and get your DIY, trans life, and random questions answered on the Handy Ma'am Hotline!Give us a call and leave a voicemail at 608-205-8768 and we just might air your question.Mercury Stardust is a Professional Home Maintenance Technician, burlesque performer, and award-winning activist.   Known widely as the Trans Handy Ma'am, her unique brand of compassionate education in the Home Repair space has earned her internet fame.  With over 2 million followers on TikTok and 100k followers on instagram, Mercury spreads DIY knowledge with love.  Her expertise includes rental maintenance, landlord negotiations, clogs, drywall, painting, minor electrical repairs, caulking, and more.Listen every week on your favorite podcast listening site, as well as an extended version for our Patreon subscribers.  Get bonus content on Patreon Hosted on Acast. See acast.com/privacy for more information.",2,5.0,106,https://podcasts.apple.com/us/podcast/handy-maam-hotline/id1652915801
cixdw87l,Therapy for Black Girls,iHeartPodcasts,Health & Fitness,"The Therapy for Black Girls podcast is a weekly conversation with Dr. Joy Harden Bradford, a licensed psychologist in Atlanta, Georgia, about all things mental health, personal development, and all the small decisions we can make to become the best possible version of ourselves.",303,4.8,4900,https://podcasts.apple.com/us/podcast/therapy-for-black-girls/id1223803641
8t6rsvqz,"Calm History - escape, relax, sleep",Silk Relax and Sleep,History,Relax with this time machine of tranquility.  You will be educated and sedated as you chill out with calmly narrated stories and trivia about key moments in history.  More info at silkpodcasts.com.,25,4.8,76,https://podcasts.apple.com/us/podcast/calm-history-escape-relax-sleep/id1620275436
hz0t8ovy,VSiN Coast to Coast Hoops,iHeartPodcasts,Sports,"This podcast takes you through every college basketball game on the schedule with Greg ‘Hoops’ Peterson. Greg is a nationally noted college basketball bracketologist who makes lines and predictions for every game on the college basketball schedule. Greg brings his unique style to this pod with a fast-paced look at all of the college hoops action with betting analysis on the top-10 teams, as well as some games you may not be expecting.",366,4.7,15,https://podcasts.apple.com/us/podcast/vsin-coast-to-coast-hoops/id1614018495
m3vg5ivx,Kathleen Can Do It: DIY and Design,Kathleen Can Do It: DIY and Design,Arts,"A comedy DIY podcast celebrating the fun and fails of doing it yourself. Each week, Kathleen Heaney and Kathleen Martin tackle a new design topic to help you create the home of your dreams on any budget.",2,5.0,26,https://podcasts.apple.com/us/podcast/kathleen-can-do-it-diy-and-design/id1652085755
4kl8ktt4,Thanks For Visiting,Airbnb Superhosts Annette Grant & Sarah Karakaian,Business,"Get actionable advice and the essential fundamentals of running a profitable 5-star Airbnb side-hustle or full on business. Annette’s extensive background in business operations and Sarah’s experience in high-end hospitality management and interior design make them a powerhouse duo that will deliver high impact content. With almost a decade of combined hosting experience they will not only share their own stories welcoming thousands of guests from around the world but also those of other Superhosts to deliver you a wide array of stories, insights, and profitable and creative ideas to make your listing rise to the top. Whether you’re experienced, new, or nervous to start your own Airbnb this podcast promises to be informative, fun, and from the heart.",208,4.9,397,https://podcasts.apple.com/us/podcast/thanks-for-visiting/id1451872835
bifebnwt,Famous at Home,LifeAudio,Kids & Family,Be Famous at Home. Thrive on Your Stage.,302,4.8,567,https://podcasts.apple.com/us/podcast/famous-at-home/id1185660348
dc51rffo,Purplish,Colorado Public Radio,Government,"Purplish is CPR News' weekly podcast about state politics, state government, Colorado policy, and political identity. This season the show is hosted by public affairs reporters Bente Birkeland and Andrew Kenney. Each week while the legislature is in session, they'll break down the latest developments, look ahead to what's next, and dive into the bigger picture of what it all means.",103,4.8,188,https://podcasts.apple.com/us/podcast/purplish/id1434628462
hp1gz37o,Don't Mom Alone Podcast,Heather MacFadyen,Kids & Family,"Heather MacFadyen, mother of four boys, connects you the listener with people and resources to help you feel less alone. Consider it an invitation to ""withness"".",445,4.9,2100,https://podcasts.apple.com/us/podcast/dont-mom-alone-podcast/id741742885
b4zcvd04,Business of Home Podcast,"Business of Home, Dennis Scully",Arts,"Business of Home's host Dennis Scully interviews thought leaders, entrepreneurs, and creatives about the changes and challenges facing the interior design community.",225,4.8,263,https://podcasts.apple.com/us/podcast/business-of-home-podcast/id1340460508
6t5puo6p,Gone Medieval,History Hit,History,"From long-lost Viking ships to kings buried in unexpected places; from murders and power politics, to myths, religion, the lives of ordinary people: Gone Medieval is History Hit’s podcast dedicated to the middle ages, in Europe and far beyond.  Hosted on Acast. See acast.com/privacy for more information.",159,4.8,589,https://podcasts.apple.com/us/podcast/gone-medieval/id1564113746
w0ju0dcr,Spanish from Zero,Mar Olivares,Education,"¡Hola! Welcome to Spanish from Zero, a podcast for people who are just starting the amazing journey of learning Spanish.My name is Mar, and as a teacher who works with absolute beginners, I decided to create this series of really short and easy exercises for people who are completely new to the language. Cause even if you've started learning Spanish just a few weeks ago, it's never too early to start working on your listening skills!",5,4.9,29,https://podcasts.apple.com/us/podcast/spanish-from-zero/id1615300415
vhiwrhkb,Women Who Travel,Condé Nast Traveler,Society & Culture,"Though travel and adventure have historically been publicly claimed by men, women have always been part of those narratives, too. Each week, host and Condé Nast Traveler editor Lale Arikoglu shines a light on some of those stories, interviewing female-identifying guests about their most unique travel tales—from going off-grid in the Danish wilderness to country-hopping solo—sharing her own experiences traveling around the globe, and tapping listeners to contribute their own memorable stories. This is a podcast for anyone who is curious about the world—and excited to explore places both near and far from home.For more from Women Who Travel, visit our website or subscribe to our email newsletter.",204,4.4,385,https://podcasts.apple.com/us/podcast/women-who-travel/id1321118314
e0sywsoi,Metta Hour with Sharon Salzberg,Be Here Now Network,Religion & Spirituality,"The Sharon Salzberg Metta Hour features Buddhist philosophy in a practical, common sense vernacular. Sharon’s natural wisdom, sense of humor and the ease with which she translates these teachings forge an intimate connection with the listener. From everyday experiences to pithy revelations, each podcast is a journey on the path of self-discovery.Sharon Salzberg is a meditation pioneer, world-renowned teacher, and New York Times bestselling author.She is one of the first to bring mindfulness and lovingkindness meditation to mainstream American culture over 45 years ago, inspiring generations of meditation teachers and wellness influencers. Sharon is co-founder of The Insight Meditation Society in Barre, MA, and the author of twelve books, including the New York Times bestseller, Real Happiness, now in its second edition, and her seminal work, Lovingkindness. Her forthcoming release, Real Life: The Journey from Isolation to Openness and Freedom, is set for release in April of 2023 from Flatiron Books. www.sharonsalzberg.com",196,4.5,518,https://podcasts.apple.com/us/podcast/metta-hour-with-sharon-salzberg/id923019021
a064ixnn,Wooden Overcoats,Wooden Overcoats Ltd,Fiction,"Award Winning Sitcom || Rudyard Funn and his equally miserable sister Antigone run their family’s failing funeral parlour, where they get the body in the coffin in the ground on time. But one day they find everyone enjoying themselves at the funerals of a new competitor – the impossibly perfect Eric Chapman! With their dogsbody Georgie, and a mouse called Madeleine, the Funns are taking drastic steps to stay in business…",59,4.9,1700,https://podcasts.apple.com/us/podcast/wooden-overcoats/id1039662268
9zxftrgc,The White Vault,Realm,Fiction,Explore the far reaches of the world’s horrors in the audio drama podcast The White Vault. Follow the collected records of a repair team sent to Outpost Fristed in the vast white wastes of Svalbard and unravel what lies waiting in the ice below. This Fool and Scholar production is intended for mature audiences.,78,4.7,3700,https://podcasts.apple.com/us/podcast/the-white-vault/id1267043823
qw1e5cof,The Treatment,KCRW,Arts,"The Treatment is a compelling listen to the vital conversations about the catalysts of creative inspiration. Following some of the most interesting, influential, and crossover creators in the world of entertainment, fashion, sports, and the arts, we hear from tastemakers who are the very fabric that forms popular culture.",25,4.5,569,https://podcasts.apple.com/us/podcast/the-treatment/id73330616
